82.796	0.012915722	
82.8	-0.010550076	
82.804	-0.019040729	
82.808	0.008753284	
82.812	0.023303054	
82.816	-0.00518232	
82.82	-0.025038221	
82.824	0.003003915	
82.828	0.022505187	
82.832	-0.006737054	
82.836	-0.020539048	
82.84	0.00774919	
82.844	0.03121495	
82.848	-4.16234E-05	
82.852	-0.043200346	
82.856	-0.014970506	
82.86	0.032894621	
82.864	0.033365333	
82.868	-0.009990447	
82.872	-0.034723238	
82.876	-0.009417748	
82.88	0.01268169	
82.884	0.024266326	
82.888	0.006224745	
82.892	-0.026662423	
82.896	-0.010666339	
82.9	0.018544379	
82.904	0.011486882	
82.908	-0.012911965	
82.912	-0.016814422	
82.916	0.012926481	
82.92	0.022570456	
82.924	-0.006638615	
82.928	-0.024158118	
82.932	-0.006473515	
82.936	0.022758161	
82.94	0.010626141	
82.944	-0.025283568	
82.948	-0.002683028	
82.952	0.0346732	
82.956	-0.001341727	
82.96	-0.039678977	
82.964	-0.004120364	
82.968	0.022816315	
82.972	0.012224047	
82.976	0.001536624	
82.98	-0.011364385	
82.984	-0.006544136	
82.988	-0.001021933	
82.992	-0.001182451	
82.996	0.002672322	
83	0.014772784	
83.004	0.007035525	
83.008	-0.022832997	
83.012	-0.020229468	
83.016	0.021647657	
83.02	0.025252139	
83.024	-0.010173314	
83.028	-0.013791742	
83.032	-0.007665709	
83.036	-0.00465975	
83.04	0.012185837	
83.044	0.017330716	
83.048	0.000204678	
83.052	-0.019249352	
83.056	-0.013272127	
83.06	0.018343745	
83.064	0.014597255	
83.068	-0.012522619	
83.072	-0.013310358	
83.076	-0.00300231	
83.08	0.012455772	
83.084	0.018682278	
83.088	-0.005027939	
83.092	-0.018703021	
83.096	-0.001013879	
83.1	-0.003624237	
83.104	0.00573073	
83.108	0.023562971	
83.112	-0.003010585	
83.116	-0.028826912	
83.12	-0.011751824	
83.124	0.024899559	
83.128	0.025478181	
83.132	-0.014120188	
83.136	-0.020545099	
83.14	-0.000686589	
83.144	0.000869191	
83.148	0.007144722	
83.152	0.02308444	
83.156	0.01867139	
83.16	-0.052161987	
