
0.008	0.002855577
0.012	-0.02929213
0.016	-0.010579286
0.02	0.007493804
0.024	0.005094721
0.028	-0.014737695
0.032	-0.03073158
0.036	0.015170869
0.04	0.068430504
0.044	0.021408484
0.048	-0.03488999
0.052	-0.062399471
0.056	-0.049124547
0.06	0.014371174
0.064	0.090022248
0.068	0.036922552
0.072	-0.035529745
0.076	-0.051043813
0.08	-0.01137898
0.084	0.037562307
0.088	0.014211235
0.092	-0.020335555
0.096	-0.016337084
0.1	0.011972092
0.104	0.002215822
0.108	-0.008979897
0.112	0.007973621
0.116	0.016930196
0.12	-0.008020264
0.124	-0.010099469
0.128	0.006854049
0.132	0.022048239
0.136	-0.002902221
0.14	-0.039368278
0.144	-0.032810785
0.148	0.027006343
0.152	0.069710015
0.156	-0.002262466
0.16	-0.069436781
0.164	-0.028332497
0.168	0.044919494
0.172	0.034683408
0.176	-0.026093353
0.18	-0.057441367
0.184	-0.004501609
0.188	0.044439677
0.192	0.023967505
0.196	-0.00993953
0.2	-0.013138307
0.204	0.008133559
0.208	0.019969034
0.212	-0.001462771
0.216	-0.027692742
0.22	-0.015057573
0.224	0.025726832
0.228	0.029245487
0.232	0.011972092
0.236	-0.020015677
0.24	-0.018896105
0.244	-0.015057573
0.248	0.014211235
0.252	0.015810624
0.256	0.006374232
0.26	-0.012018735
0.264	0.000776373
0.268	0.005574538
0.272	-0.001942588
0.276	-0.012818429
0.28	-0.016656962
0.284	-0.003222099
0.288	0.009253131
0.292	0.002855577
0.296	-0.000823016
0.3	0.010532642
0.304	0.006214293
0.308	-0.007700386
0.312	-0.003861854
0.316	-0.002582343
0.32	-0.000183261
0.324	-0.005621181
0.328	0.002055883
0.332	0.002855577
0.336	0.011012459
0.34	0.015330807
0.344	0.000936311
0.348	-0.002902221
0.352	-0.006740753
0.356	-0.009299775
0.36	-0.003701915
0.364	-0.003222099
0.368	0.003815211
0.372	0.008933254
0.376	0.002375761
0.38	-2.33217E-05
0.384	-0.004661548
0.388	-0.011698857
0.392	-0.00162271
0.396	0.019969034
0.4	0.02044885
0.404	-0.007700386
0.408	-0.034090296
0.412	-0.018896105
0.416	0.015330807
0.42	0.038681879
0.424	0.012291969
0.428	-0.031691213
0.432	-0.02657317
0.436	0.001416128
0.44	0.011012459
0.444	0.013731419
0.448	0.003015516
0.452	-0.005461242
0.456	-0.020815372
0.46	-0.009619652
0.464	0.025247016
0.468	0.022687994
0.472	-0.000663077
0.476	-0.012018735
0.48	-0.00722057
0.484	-0.011219041
0.488	0.004454966
0.492	0.014371174
0.496	0.015650685
0.5	-0.006100998
0.504	-0.023374393
0.508	-0.000183261
0.512	0.014691052
0.516	0.014211235
0.52	-0.003222099
0.524	-0.018096411
0.528	-0.018736167
0.532	0.023487689
0.536	0.033403897
0.54	-0.074234946
0.544	-0.153884491
0.548	0.180547634
0.552	0.336807886
0.556	-0.13741079
0.56	-0.44209429
0.564	0.064911849
0.568	0.342885562
0.572	-0.04592577
